tweet,class,CLEAN_TEXT
"She used to fuck wit A$AP, Too Shortsaid he know that bitch from way back",1,used fuck wit aap shortsaid know bitch way back
She wanna talk shit.. but then have a friendship .. fuck you bitch and I hope u offended,1,wanna talk shit friendship fuck bitch hope u offended
"She was like ima need you to write a statement. Bitch write yourself a diet! It's always the old people trying to snitch, bitch",1,like ima need write statement bitch write diet always old people trying snitch bitch
She wonder why im into her when all these hoes be into me,1,wonder im hoes
"She&#8217;s The key to world peace. RT @RepMyCityX: Hippo is such a pussy magnet
Gawd",1,shes key world peace rt hippo pussy magnet gawd
She's a dumb bitch. Should've just said no. Extra shit unnecessary &#8220;@_jazzybo: Lol relationship goals http://t.co/z6hQ1KQ6iB&#8221;,1,shes dumb bitch shouldve said extra shit unnecessary lol relationship goals
"She's aint being a bitch, she's just tired of your bullshit. Her attitude towards you is based upon how you treat her.",1,shes aint bitch shes tired bullshit attitude towards based upon treat
She's definitely a Kardashian bird RT @BasedChasen: http://t.co/RY3ocBwVTn,2,shes definitely kardashian bird rt
She's just mad cuz her big toe looks like an angry bird! Haha,2,shes mad cuz big toe looks like angry bird haha
Sheehey back door cuts still go un guarded! #IU #HoosierHoops #hoosiers,2,sheehey back door cuts still go un guarded
"Sheeple just like &#128073;@sweetpotatertot:OH those ""racist"" ""sexist"" ""teabaggers""who just elected these two old white men. http://t.co/x3BwNM3jiI&#8221;",0,sheeple like oh racist sexist teabaggerswho elected two old white men
"Shiiiit @Pontiac_Holmes, drops you a couple extra dollars on that hoe. Get her a Brazilian. Gotsta spend money to make money!",1,shiiiit drops couple extra dollars hoe get brazilian gotsta spend money make money
Shine on them hoes,1,shine hoes
"Shine on them hoes, let em know that you run shit !",1,shine hoes let em know run shit
"Shine on them hoes, let em know you run shit !",1,shine hoes let em know run shit
Shirley Temple was a bad bitch when she was my age as well.,1,shirley temple bad bitch age well
Shit I have stalkers and obsessed bitches and crazy ex bitches after me. My life is wonderful,1,shit stalkers obsessed bitches crazy ex bitches life wonderful
"Shit is fucking retarded, no one wants to see this shit",1,shit fucking retarded one wants see shit
Shit is trash,1,shit trash
"Shit that Seth says, ""It's fatter than my cunt.""",1,shit seth says fatter cunt
Shit where the gay bitches at ? Come be witcha girl tonight &#128527;&#128069;&#128166;&#128523;,1,shit gay bitches come witcha girl tonight
Shittin on all my old hoes,1,shittin old hoes
Shoot dat nigga n his shordy bitch,1,shoot dat nigga n shordy bitch
Shoot dice let yo hoe fade me,1,shoot dice let yo hoe fade
Shoot out wit yo niccas you da type to throw da Pistol &#128588;,1,shoot wit yo niccas type throw pistol
Shoot that nigga &amp; his shorty bitch &#128143;&#128299;,1,shoot nigga amp shorty bitch
Shoot that nigga an his shorty bitch .,0,shoot nigga shorty bitch
Shoot you and your shorty bitch,1,shoot shorty bitch
Short answer: Yes. ~ Sage Grouse Rebellion: Will Obama use two small birds to limit oil drilling in the West? http://t.co/TK0nZBBTte,2,short answer yes sage grouse rebellion obama use two small birds limit oil drilling west
Shot out to my main bitches and my side bitches&#128526;,1,shot main bitches side bitches
Should #Oscar go to @AndySerkis or #Computer that turned him into an ape? http://t.co/oWgoCjxpXs NO...The #ComputerScience major #Movie,2,go turned ape nothe major
Should I be worried that a lady behind my building is talking to a crow?,2,worried lady behind building talking crow
Should I expect good pussy or good but not good for you pussy from a Tampico drinker?,1,expect good pussy good good pussy tampico drinker
Should I take a nap though too kill a mocking bird or nah?,2,take nap though kill mocking bird nah
Should I tell this hoe who she look like cdfuuu,1,tell hoe look like cdfuuu
Shoulda put retard mikey on AHS freakshow,1,shoulda put retard mikey ahs freakshow
Shouldn't be liVing* RT @youngtravo: stank pussy should never be ate,1,shouldnt living rt stank pussy never ate
Shout out to babes @Anastacia_Cole! Love that bitch. &#128536;&#128073;&#128076;,1,shout babes love bitch
Shout out to everyone that puts up with my retarded ass. I appreciate it.,1,shout everyone puts retarded ass appreciate
"Shout out to you ungrateful, inconsiderate bitches... I'm taking this shot for you...... Yea, you &#128521;&#128536;",1,shout ungrateful inconsiderate bitches im taking shot yea
ShoutOut to Brooklyn and this $3.47/gal gas. On my way to Atlantic to mess with ghetto girls working at Target now.,1,shoutout brooklyn gal gas way atlantic mess ghetto girls working target
Shoutout that real bitch,1,shoutout real bitch
Shoutout to my Mamma cause she Ain't Raise no hoe,1,shoutout mamma cause aint raise hoe
Shoutout to this bitch for unfollowing me like I didn't noticed you like my pics just to unlike them&#8230; http://t.co/9xJTIMRCsG,1,shoutout bitch unfollowing like didnt noticed like pics unlike
Shoutouts to my main bitches &amp; my side bitchess !!&#9994;,1,shoutouts main bitches amp side bitchess
Shouts out to all my goth bitches,1,shouts goth bitches
Shouts out to my down ass bitches who never give a nigga a hard time!,1,shouts ass bitches never give nigga hard time
Show last night was badass thanks to everyone who came out. If you didn't come out you're a retard. Unless you were at Cock Sparrer,1,show last night badass thanks everyone came didnt come youre retard unless cock sparrer
Shower rod that hoe http://t.co/TdZXBl6Isf,1,shower rod hoe
Shreks on bitches,1,shreks bitches
Shrug. Maybe it's a Canadian bitch thing,1,shrug maybe canadian bitch thing
Shut the fuck up and quit being such a pussy hahahah,1,shut fuck quit pussy hahahah
Shut the fuck up you fucking cunt!,1,shut fuck fucking cunt
"Shut the fuck up. I sent my sister a picture of a mini brownie and she was like ""is that a shroom"" like I wish! &#128514;&#128514;&#128514;",1,shut fuck sent sister picture mini brownie like shroom like wish
Shut up birds it's bed time.,2,shut birds bed time
Shut up bitch i wasn't gonna roast.,1,shut bitch wasnt gonna roast
Shut up bitch swallow,1,shut bitch swallow
Shut up bitch you beat off to your sister.,1,shut bitch beat sister
Shut up bitch. I'm trying to sleep &#128530;,1,shut bitch im trying sleep
Shut up faggot,0,shut faggot
Shut up hoe,1,shut hoe
"Shut yo ""new year, new me"" lookin ass up bitch. &#58386;&#58386;",1,shut yo new year new lookin ass bitch
Shut yo mesquito lookin ass up poped bitch,1,shut yo mesquito lookin ass poped bitch
Shutup faggot RT @black_taco_: To fumble @Thotcho: Took them a while&#8220;,1,shutup faggot rt fumble took
Shy girls &gt;&gt;,2,shy girls gtgt
"Shy glizzy sound dumb as shit, you know nothing bout medellin",1,shy glizzy sound dumb shit know nothing bout medellin
"Shy singer surprises and melts Simons heart: http://t.co/RbCWsvvdJY 

This was so damn beautiful! I almost cried!!",2,shy singer surprises melts simons heart damn beautiful almost cried
Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/iX03VrK0KI via @BreitbartNews,2,shylock amp wongs incidents democrat bigotry weeks media mum via
Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/rX8ynPg1Yd via @BreitbartNews,2,shylock amp wongs incidents democrat bigotry weeks media mum via
Shyt b pissing me off RT @Tristine214: @Thowd214 ugh I cannot stand bitches like that smh,1,shyt b pissing rt ugh cannot stand bitches like smh
"Shyyyyyt, 12 hours ain't no hoe... &#171;@_SHAYALICIOUS_ This fulltime..12/hr plus overtime and benefits sounds real good to me&#187;",1,shyyyyyt hours aint hoe fulltimehr plus overtime benefits sounds real good
"Sick of hearing AP kids bitch about their ""oh so poor"" 4.2 GPA. No one cares.",1,sick hearing ap kids bitch oh poor gpa one cares
Sick of your coon antics RT @POONsoaker: Accuracy RT @Thotcho: &#8220;Henny &gt; water&#8221; &#128128;&#128128;&#128128;,0,sick coon antics rt accuracy rt henny gt water
Side bitches are basically new relationships started.An addition to the problems you already have with your primary woman.,1,side bitches basically new relationships startedan addition problems already primary woman
Side hoes need rounds too... RT @Peachpapayya: They always play stupid hoe song back to back,1,side hoes need rounds rt always play stupid hoe song back back
Sierra almost got caught with the ole hick &#128514;&#128514;&#128514;,2,sierra almost got caught ole hick
Sighs of relief from Beijing Guoan fans &amp; #China's govt as club nips Japanese rival 2-1 in tense match: #football http://t.co/EesEOR7Iba,2,sighs relief beijing guoan fans amp govt club nips japanese rival tense match
Sike naw I love big smelly hoes doe,1,sike naw love big smelly hoes doe
Silly bitch shit never sleeps huh..,1,silly bitch shit never sleeps huh
Simple minded hoe,1,simple minded hoe
Simply cani deal with a confrontation so I just back away when cunts get aw nasty towards me.. Changed a lot in the past few years tbh,1,simply cani deal confrontation back away cunts get aw nasty towards changed lot past years tbh
Sinai Jihadi Group Beheads 3 Accused of Being 'Spies of the Jews' http://t.co/3CDOsElI1k via @BreitbartNews,2,sinai jihadi group beheads accused spies jews via
Since a lot of you lil bitches wanted to add the 5h hashtag into all my tweets I'll do that shit back #vote5sos,1,since lot lil bitches wanted add h hashtag tweets ill shit back
Since a youngin bitch we been them niggas,1,since youngin bitch niggas
Since bitches love callin me by my ex girlfriends names so much ima start callin them the names of niggas they fucked,1,since bitches love callin ex girlfriends names much ima start callin names niggas fucked
"Since cats lick themselves all the time, they should be great at eattin pussy",1,since cats lick time great eattin pussy
Since my girl like to argue I sent that bitch to law school,1,since girl like argue sent bitch law school
Since niggaz is throwing subs on this but that same nigga lame nigga bitches was getting fucked by other&#8230; http://t.co/CCm3aoiSbP,1,since niggaz throwing subs nigga lame nigga bitches getting fucked
Since you gave me the pussy that ass getting fatter,1,since gave pussy ass getting fatter
Since you hoes wanna be childish &#128514;&#128514;&#128514; http://t.co/P6v3xPXnrZ,1,since hoes wanna childish
Single colored man looking fo a single white woman. Fat OK. I'm nigga,1,single colored man looking fo single white woman fat ok im nigga
Single like a dollar fucking bitches like im slater ..AWW MANE!,1,single like dollar fucking bitches like im slater aww mane
Siri is terrible #cunt,1,siri terrible
Sis said go to sleep I said bitch it's our b day I ain't sleeping &#128540;&#128540;&#128540;,1,sis said go sleep said bitch b day aint sleeping
"Sit on my face, M U A H, before i eat da pussy, i say my grace &#128591;",1,sit face u h eat pussy say grace
Sit the fuck down bitch RT @410_Mal: STFU RT @Thotcho: Y&#8217;all act like it doesn&#8217;t get cold in Denver.,1,sit fuck bitch rt stfu rt yall act like doesnt get cold denver
"Sitting alone watching White Chicks, no pants, fuzzy blankets, tea || turn up",2,sitting alone watching white chicks pants fuzzy blankets tea turn
Sitting at the bar at work watching Walking Dead and all these fucking wetbacks decide to come in &amp; turn on their spic music. Jesus Christ,0,sitting bar work watching walking dead fucking wetbacks decide come amp turn spic music jesus christ
"Sitting on the deck, enjoying a #StoneIPA, watching/smelling the neighbors burn trash. #Missouri http://t.co/VlnhyAhaEW",2,sitting deck enjoying watchingsmelling neighbors burn trash
